FECDIA,CODAGENTEVIABCP,CONSULTA DE 3 ULTIMAS OPE PROCESADOS,CONSULTA DE MOVIMIENTOS PROCESADOS,CONSULTA DE MOVIMIENTOS RECHAZADOS,CONSULTA DE SALDOS PROCESADOS,CONSULTA DE SALDOS RECHAZADOS,DEPOSITOS PROCESADOS,DEPOSITOS RECHAZADOS,DESCARGO DE GIROS PROCESADOS,DESCARGO DE GIROS RECHAZADOS,EMISION DE GIRO PROCESADOS,EMISION DE GIRO RECHAZADOS,REPORTE CIERRE PROCESADOS,REPORTE CIERRE RECHAZADOS,RETIROS PROCESADOS,RETIROS RECHAZADOS
2021-01-18,H988600,0,5,0,7,0,66,0,2,0,1,0,1,0,67,12
2021-01-18,H988607,1,8,1,7,1,64,7,3,0,7,0,2,0,61,4
2021-01-18,H988610,9,15,0,16,1,78,0,21,1,29,1,1,0,99,12
2021-01-18,H988625,4,11,1,33,0,50,2,32,6,15,0,1,0,86,13
2021-01-18,H988626,4,11,0,14,0,96,0,15,0,13,1,2,0,107,7
2021-01-18,H988628,0,17,3,2,2,70,1,8,1,12,0,1,0,77,9
2021-01-18,H988630,1,15,0,6,0,117,2,7,0,7,0,1,0,107,7
2021-01-18,H988644,0,23,5,17,3,49,0,32,3,21,0,1,0,67,12
2021-01-18,H988645,0,52,1,40,1,14,0,11,0,8,0,1,0,102,12
2021-01-18,H988649,4,7,0,74,4,37,0,3,0,4,0,1,0,118,6
2021-01-18,H988650,0,15,0,5,0,58,1,8,0,11,0,1,0,64,7
2021-01-18,H988652,0,97,2,0,0,31,1,4,1,15,0,2,0,131,6
2021-01-18,H988668,0,3,0,6,0,61,0,38,2,42,0,2,0,40,6
2021-01-18,H988670,0,11,0,13,1,67,2,13,1,4,0,1,0,21,3
2021-01-18,H988684,0,1,0,5,0,80,0,4,0,1,0,1,0,37,6
2021-01-18,H988915,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2021-01-18,H988918,0,3,0,5,0,14,2,0,0,8,1,1,0,22,0
2021-01-18,H988927,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-19,H988571,0,5,0,7,0,56,0,4,0,3,0,1,0,89,6
2021-01-19,H988573,1,10,0,8,0,108,3,17,2,14,0,2,0,118,4
2021-01-19,H988575,0,12,0,0,0,33,5,7,0,2,0,1,0,33,0
2021-01-19,H988578,1,5,0,9,0,42,0,13,1,11,0,1,0,57,4
2021-01-19,H988588,9,14,2,3,0,88,0,8,0,0,0,1,0,101,7
2021-01-19,H988600,0,2,0,5,0,50,0,0,0,1,0,1,0,37,4
2021-01-19,H988607,1,5,0,15,2,68,7,5,0,7,1,1,0,85,9
2021-01-19,H988610,4,19,0,11,1,84,2,18,2,20,1,1,0,77,7
2021-01-19,H988625,6,9,0,23,0,51,2,25,1,9,0,1,0,84,3
2021-01-19,H988626,5,12,1,16,0,89,0,18,1,24,0,1,0,100,5
2021-01-19,H988628,0,19,0,13,1,79,1,13,1,7,0,1,0,131,15
2021-01-19,H988630,0,14,0,6,0,104,1,13,0,4,0,1,0,96,5
2021-01-19,H988644,0,22,1,8,0,38,0,33,5,15,0,1,0,68,6
2021-01-19,H988645,0,91,3,15,0,17,0,10,3,2,0,1,0,105,6
2021-01-19,H988649,0,17,2,37,0,28,0,2,0,11,0,1,0,75,7
2021-01-19,H988650,0,8,0,7,0,44,3,6,1,7,0,1,0,45,4
2021-01-19,H988652,0,68,0,1,0,47,1,11,1,12,0,1,0,118,8
2021-01-19,H988668,0,0,0,8,1,55,0,18,0,31,0,0,0,31,5
2021-01-19,H988670,0,3,0,6,1,41,4,3,1,0,0,1,0,8,1
2021-01-19,H988684,0,0,0,2,1,107,0,3,0,3,0,1,0,35,0
2021-01-19,H988915,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-01-19,H988916,0,6,2,0,0,20,0,0,0,0,0,1,0,28,0
2021-01-19,H988918,0,4,0,6,0,16,0,0,0,1,0,0,0,16,2
2021-01-19,H988925,0,5,0,4,0,44,0,7,0,6,0,1,0,35,0
2021-01-19,H988927,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2021-01-20,H988571,0,9,0,10,0,48,0,5,0,3,0,1,0,94,7
2021-01-20,H988573,2,20,0,13,0,80,3,5,1,5,0,1,0,123,9
2021-01-20,H988575,0,7,2,5,0,18,0,5,0,4,0,1,0,23,2
2021-01-20,H988578,2,3,0,7,0,24,0,4,0,9,0,2,0,46,2
2021-01-20,H988588,2,11,0,1,0,109,0,8,1,7,0,1,0,110,4
2021-01-20,H988600,0,3,0,7,0,47,0,0,0,0,0,1,0,42,1
2021-01-20,H988607,0,1,0,0,0,25,0,3,0,3,0,1,0,17,2
2021-01-20,H988610,8,25,0,6,0,73,1,15,3,16,0,1,0,63,5
2021-01-20,H988625,2,6,0,14,0,65,1,43,4,14,0,1,0,81,8
2021-01-20,H988626,7,12,1,12,0,75,0,16,1,11,0,1,0,101,7
2021-01-20,H988628,1,15,1,10,1,81,0,4,0,9,0,1,0,96,5
2021-01-20,H988630,0,11,0,5,0,88,0,6,2,5,0,1,0,81,1
2021-01-20,H988644,0,20,0,14,0,41,0,23,0,15,0,1,0,62,13
2021-01-20,H988645,0,29,1,44,3,28,0,10,3,11,0,1,0,68,7
2021-01-20,H988649,0,18,2,27,0,6,1,4,0,4,0,1,0,52,1
2021-01-20,H988650,0,10,1,5,0,38,0,13,0,8,0,1,0,30,2
2021-01-20,H988652,0,90,4,0,0,44,1,5,1,12,0,1,0,182,21
2021-01-20,H988668,0,2,0,2,0,16,0,11,1,16,0,2,0,10,3
2021-01-20,H988670,1,10,1,8,0,39,1,6,0,4,0,1,0,21,0
2021-01-20,H988684,1,2,0,2,0,92,0,4,0,0,0,1,0,55,3
2021-01-20,H988916,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-01-20,H988918,0,3,0,12,0,4,1,0,0,2,1,2,0,11,1
2021-01-20,H988925,2,7,0,0,0,39,0,10,0,13,0,1,0,23,2
2021-01-20,H988927,0,1,0,0,0,3,0,4,0,0,0,2,0,2,0
2021-01-21,H988571,0,12,1,4,0,50,1,1,0,1,0,2,0,78,9
2021-01-21,H988573,3,17,0,11,0,87,3,10,1,5,0,2,0,105,10
2021-01-21,H988575,0,4,0,3,0,32,1,7,0,2,0,2,0,24,5
2021-01-21,H988578,1,5,1,4,0,30,0,5,0,4,0,1,0,37,4
2021-01-21,H988588,2,10,0,1,0,69,0,3,0,7,0,1,0,85,5
2021-01-21,H988600,0,2,0,3,0,26,0,3,0,0,0,2,0,22,0
2021-01-21,H988607,1,7,1,10,1,78,0,8,0,8,0,1,0,110,5
2021-01-21,H988610,12,21,0,7,2,73,2,13,0,19,0,2,0,70,9
2021-01-21,H988625,4,3,1,22,3,52,2,26,2,3,0,1,0,69,6
2021-01-21,H988626,4,16,0,11,0,103,0,10,0,7,0,1,0,115,11
2021-01-21,H988628,0,14,0,9,0,75,3,8,0,4,0,2,0,100,5
2021-01-21,H988630,2,8,0,6,0,86,0,6,4,6,0,1,0,81,4
2021-01-21,H988644,0,16,0,2,0,30,0,21,4,15,0,2,0,45,7
2021-01-21,H988645,0,13,1,23,2,10,0,5,1,3,0,2,0,35,4
2021-01-21,H988649,0,25,2,20,1,15,0,5,2,6,0,1,0,65,2
2021-01-21,H988650,1,12,0,13,0,32,3,10,0,6,0,2,0,31,4
2021-01-21,H988652,0,78,1,0,0,61,2,8,0,10,0,1,0,165,14
2021-01-21,H988668,0,4,0,7,0,51,0,35,1,31,0,2,0,21,2
2021-01-21,H988670,0,9,0,3,0,36,1,9,0,2,0,1,0,16,0
2021-01-21,H988684,0,0,0,2,0,83,0,11,1,0,0,1,0,40,7
2021-01-21,H988915,0,3,0,2,0,28,0,6,0,1,0,1,0,24,3
2021-01-21,H988918,0,2,0,1,0,1,0,1,0,2,0,0,0,8,0
2021-01-21,H988925,2,4,0,0,0,51,1,19,0,7,0,2,0,25,6
2021-01-21,H988926,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2021-01-21,H988927,0,3,0,0,0,5,0,2,0,3,0,1,0,6,0
2021-01-22,H988571,0,12,0,9,0,47,0,6,0,3,0,0,0,73,3
2021-01-22,H988573,5,17,0,7,0,96,2,12,2,10,0,1,0,101,4
2021-01-22,H988575,2,8,1,2,0,30,1,3,0,2,0,1,0,29,2
2021-01-22,H988578,0,6,0,0,0,35,0,8,1,6,0,0,0,66,3
2021-01-22,H988588,3,7,0,0,0,37,0,5,0,1,0,0,0,55,5
2021-01-22,H988600,0,5,0,9,0,54,0,2,0,0,0,1,0,48,3
2021-01-22,H988607,0,8,1,7,1,69,0,4,0,8,0,2,0,99,3
2021-01-22,H988610,12,22,0,9,0,62,0,8,1,18,0,1,0,71,9
2021-01-22,H988625,4,7,0,20,2,34,0,28,3,8,0,1,0,79,5
2021-01-22,H988626,8,13,3,9,0,71,0,14,0,7,0,1,0,119,6
2021-01-22,H988628,0,10,1,11,0,66,0,12,0,10,0,1,0,103,5
2021-01-22,H988630,0,12,0,18,0,74,0,1,0,4,0,1,0,60,5
2021-01-22,H988644,0,11,0,0,0,33,0,18,0,13,1,0,0,30,6
2021-01-22,H988645,0,43,2,35,0,9,0,4,5,4,0,2,0,72,7
2021-01-22,H988649,0,42,2,16,0,10,0,4,1,3,0,1,0,73,2
2021-01-22,H988650,0,16,2,7,0,43,1,7,0,5,0,1,0,39,4
2021-01-22,H988652,0,88,2,0,0,23,1,4,0,10,0,1,0,139,10
2021-01-22,H988668,0,1,0,4,0,59,0,16,1,31,0,1,0,19,2
2021-01-22,H988670,1,15,0,4,0,23,0,5,2,2,0,2,0,16,2
2021-01-22,H988684,0,3,0,7,1,95,0,2,0,0,0,1,0,50,5
2021-01-22,H988915,0,0,0,1,0,23,0,3,0,0,0,0,0,35,2
2021-01-22,H988918,0,1,0,6,3,19,1,0,0,4,1,2,0,30,1
2021-01-22,H988925,2,5,1,0,0,49,0,12,2,10,0,1,0,21,4
2021-01-22,H988927,0,2,0,3,0,2,0,2,0,0,0,1,0,6,2
2021-01-23,H988571,0,10,0,8,0,47,0,5,0,0,0,2,0,90,4
2021-01-23,H988573,9,14,1,13,1,99,1,10,1,5,0,1,0,109,6
2021-01-23,H988575,0,7,0,10,0,35,1,9,1,1,0,1,0,33,2
2021-01-23,H988578,2,6,0,0,0,59,0,7,1,16,0,2,0,71,6
2021-01-23,H988588,5,11,1,0,0,79,0,3,1,5,0,1,0,128,1
2021-01-23,H988600,0,2,0,10,0,42,0,2,0,0,0,1,0,62,6
2021-01-23,H988607,2,9,1,8,0,72,0,4,3,10,0,2,0,93,8
2021-01-23,H988610,8,25,0,22,1,68,0,21,5,25,0,1,0,100,3
2021-01-23,H988625,5,5,0,15,3,41,0,30,3,13,0,1,0,91,3
2021-01-23,H988626,13,19,1,17,0,53,0,9,0,2,0,1,0,113,4
2021-01-23,H988628,0,12,0,3,0,68,0,6,2,1,0,1,0,88,4
2021-01-23,H988630,2,13,0,12,0,78,0,13,1,7,0,1,0,91,7
2021-01-23,H988644,0,10,2,18,3,37,0,34,0,12,0,1,0,58,16
2021-01-23,H988645,3,69,5,69,0,15,0,11,0,16,0,0,0,140,14
2021-01-23,H988649,0,63,4,45,0,36,0,3,0,6,0,1,0,146,7
2021-01-23,H988650,0,7,0,2,0,38,0,12,0,5,0,1,0,34,2
2021-01-23,H988652,0,104,11,0,0,24,0,4,0,22,0,1,0,126,3
2021-01-23,H988668,0,4,0,0,0,38,0,8,0,15,0,1,0,19,2
2021-01-23,H988670,0,19,1,6,0,61,1,15,1,6,0,1,0,38,4
2021-01-23,H988684,1,0,0,3,0,45,0,2,0,2,0,1,0,31,2
2021-01-23,H988915,0,0,0,1,0,14,0,1,0,0,0,1,0,15,1
2021-01-23,H988916,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0
2021-01-23,H988918,0,1,0,4,0,6,0,0,0,0,0,2,0,6,1
2021-01-23,H988925,1,9,0,4,0,25,2,16,0,4,0,0,0,40,6
2021-01-23,H988927,0,2,0,2,0,3,0,3,2,0,0,1,0,10,2
2021-01-24,H988571,0,6,0,8,0,43,0,2,0,1,0,0,0,81,3
2021-01-24,H988573,0,5,0,11,2,28,1,4,0,1,0,1,0,66,4
2021-01-24,H988575,0,1,0,6,0,32,0,3,1,3,0,1,0,25,1
2021-01-24,H988578,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0
2021-01-24,H988600,0,3,0,7,0,31,0,0,0,0,0,1,0,81,5
2021-01-24,H988607,0,2,0,0,0,19,0,2,0,3,0,2,0,28,1
2021-01-24,H988610,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2021-01-24,H988625,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0
2021-01-24,H988628,0,11,0,3,0,38,0,6,0,7,0,1,0,90,3
2021-01-24,H988630,0,13,2,0,0,54,0,2,0,1,0,1,0,59,5
2021-01-24,H988650,0,6,0,0,0,13,0,0,0,3,0,1,0,23,4
2021-01-24,H988652,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2021-01-24,H988915,0,0,0,0,0,3,0,1,0,0,0,1,0,8,0
2021-01-24,H988918,0,0,0,4,0,3,2,2,0,2,0,1,0,20,0
2021-01-25,H988571,2,17,1,11,1,74,0,6,0,4,0,1,0,102,8
2021-01-25,H988573,9,15,0,6,0,101,4,7,1,7,0,0,0,113,5
2021-01-25,H988575,1,10,1,4,0,36,1,10,0,11,0,1,0,36,2
2021-01-25,H988578,0,8,0,4,0,47,0,8,1,6,0,1,0,45,3
2021-01-25,H988588,10,17,0,0,0,87,0,10,1,6,0,1,0,121,9
2021-01-25,H988600,1,3,0,4,0,48,0,1,0,0,0,1,0,69,4
2021-01-25,H988607,6,4,0,15,0,91,2,11,1,12,0,1,0,98,8
2021-01-25,H988610,10,23,1,14,2,92,2,14,0,24,0,3,0,108,8
2021-01-25,H988625,4,13,0,25,1,65,0,44,3,18,0,2,0,87,6
2021-01-25,H988626,7,18,0,8,0,129,1,28,1,12,0,1,0,113,10
2021-01-25,H988628,0,20,2,10,2,84,0,9,0,14,0,1,0,137,3
2021-01-25,H988630,1,5,0,16,0,85,0,9,0,8,0,1,0,79,8
2021-01-25,H988644,0,21,0,8,1,48,0,37,7,35,0,1,0,56,6
2021-01-25,H988645,0,22,3,30,1,24,0,10,6,13,0,2,0,56,7
2021-01-25,H988649,0,38,0,8,1,28,1,6,0,5,0,1,0,64,3
2021-01-25,H988650,0,8,0,14,0,47,6,12,3,11,0,0,0,35,2
2021-01-25,H988652,0,92,1,0,0,38,0,11,0,12,0,2,0,157,12
2021-01-25,H988668,0,1,0,4,1,78,0,32,3,41,1,1,0,27,4
2021-01-25,H988670,0,16,0,7,0,92,1,12,1,1,0,1,0,28,2
2021-01-25,H988684,0,1,0,4,0,103,1,3,0,3,0,2,0,52,5
2021-01-25,H988915,0,1,0,4,0,34,0,3,0,2,0,1,0,38,4
2021-01-25,H988916,0,6,0,0,0,32,0,0,0,0,0,0,0,24,3
2021-01-25,H988918,2,3,0,7,0,31,2,2,0,2,0,1,0,61,6
2021-01-25,H988925,2,6,0,0,0,51,0,19,0,17,0,2,0,39,6
2021-01-25,H988926,1,0,0,1,0,1,1,0,0,0,0,2,0,1,0
2021-01-25,H988927,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0
2021-01-26,H988571,1,5,0,7,0,62,0,7,1,5,0,1,0,84,3
2021-01-26,H988573,10,15,2,16,1,74,5,14,1,8,0,1,0,111,11
2021-01-26,H988575,1,4,0,3,0,20,2,3,0,2,0,2,0,14,0
2021-01-26,H988578,0,10,0,2,0,59,0,10,0,7,0,1,0,76,9
2021-01-26,H988588,5,12,1,3,0,65,0,4,1,4,1,2,0,73,4
2021-01-26,H988600,0,5,0,3,0,44,0,1,0,1,0,1,0,43,0
2021-01-26,H988607,3,5,0,19,0,94,0,9,2,7,0,1,0,104,6
2021-01-26,H988610,8,21,0,9,0,66,3,14,4,21,0,1,0,69,5
2021-01-26,H988625,5,4,2,19,3,47,0,26,2,13,0,1,0,81,8
2021-01-26,H988626,12,12,0,14,0,94,0,22,3,15,0,1,0,90,4
2021-01-26,H988628,0,21,1,13,0,80,0,13,1,10,0,1,0,114,6
2021-01-26,H988630,0,8,1,15,0,89,0,5,0,7,0,1,0,64,5
2021-01-26,H988644,0,13,1,6,0,38,0,39,0,20,0,1,0,39,5
2021-01-26,H988645,0,12,0,17,0,3,0,17,7,10,0,2,0,33,9
2021-01-26,H988649,0,35,1,8,0,31,0,14,4,8,0,1,0,75,2
2021-01-26,H988650,0,7,0,9,0,32,1,7,0,4,0,2,0,28,5
2021-01-26,H988652,0,81,1,0,0,23,0,12,0,13,0,1,0,129,5
2021-01-26,H988668,0,1,0,3,0,46,0,18,1,25,0,1,0,19,3
2021-01-26,H988670,0,14,2,6,2,112,0,13,0,5,0,2,0,36,1
2021-01-26,H988684,0,2,0,3,0,103,1,6,1,2,0,1,0,43,5
2021-01-26,H988915,0,5,0,3,0,34,0,2,0,3,1,1,0,29,4
2021-01-26,H988916,1,10,0,0,0,23,0,0,0,0,0,1,0,33,0
2021-01-26,H988918,0,5,0,4,0,8,0,1,0,2,0,1,0,15,0
2021-01-26,H988925,1,3,0,3,0,49,1,17,1,14,0,1,0,36,4
2021-01-26,H988926,2,1,0,3,0,21,0,4,0,3,0,1,0,10,1
2021-01-26,H988927,1,3,0,0,0,1,0,0,0,0,0,1,0,2,0
2021-01-27,H988571,2,7,0,8,0,70,0,7,4,2,0,1,0,95,9
2021-01-27,H988573,8,12,0,4,0,87,2,7,0,4,0,2,0,78,8
2021-01-27,H988575,0,9,0,4,1,15,0,3,0,2,0,1,0,19,0
2021-01-27,H988578,0,7,0,10,2,46,0,8,0,9,0,1,0,47,9
2021-01-27,H988588,8,15,0,0,0,79,0,14,0,4,0,0,0,131,5
2021-01-27,H988600,0,5,0,5,0,45,0,0,0,0,0,2,0,45,1
2021-01-27,H988607,0,1,0,6,0,28,0,5,2,3,0,1,0,47,2
2021-01-27,H988610,8,19,0,6,0,62,0,18,1,25,0,1,0,65,7
2021-01-27,H988625,3,7,0,21,0,59,1,43,0,18,0,1,0,90,2
2021-01-27,H988626,10,19,1,14,0,84,0,23,1,8,0,1,0,109,3
2021-01-27,H988628,0,26,2,9,0,64,0,7,2,11,0,1,0,116,3
2021-01-27,H988630,0,12,0,27,0,92,1,7,0,9,0,1,0,71,2
2021-01-27,H988644,0,16,0,5,2,48,0,25,0,13,1,1,0,48,7
2021-01-27,H988645,0,7,0,15,1,16,0,6,0,7,0,0,0,24,3
2021-01-27,H988649,0,22,0,5,2,22,1,8,0,3,0,1,0,39,2
2021-01-27,H988650,0,5,0,11,0,36,2,10,0,2,0,1,0,28,3
2021-01-27,H988652,0,4,0,0,0,3,0,1,0,0,0,1,0,3,0
2021-01-27,H988668,0,1,0,6,0,55,0,27,4,21,0,1,0,14,4
2021-01-27,H988670,0,10,3,9,0,98,0,21,0,3,0,1,0,39,4
2021-01-27,H988684,0,1,0,6,0,105,0,1,0,0,0,2,0,47,9
2021-01-27,H988915,1,0,0,0,0,27,0,2,0,0,0,1,0,23,2
2021-01-27,H988916,1,21,1,0,0,50,0,0,0,0,0,3,0,74,4
2021-01-27,H988918,0,0,0,3,0,7,0,0,0,1,0,1,0,4,0
2021-01-27,H988925,6,4,0,0,0,51,0,15,0,7,0,2,0,23,6
2021-01-27,H988927,0,2,0,2,0,2,0,3,0,1,0,1,0,5,0
2021-01-28,H988571,0,16,3,6,0,65,0,3,0,5,0,1,0,96,5
2021-01-28,H988573,3,10,0,24,0,86,0,6,2,3,1,0,0,114,8
2021-01-28,H988575,0,5,0,7,1,19,1,2,0,4,0,1,0,38,3
2021-01-28,H988578,0,4,1,7,0,36,1,9,0,8,0,1,0,63,6
2021-01-28,H988588,0,10,0,0,0,44,0,7,0,3,0,1,0,72,4
2021-01-28,H988600,0,5,0,6,0,29,0,3,1,1,0,1,0,63,5
2021-01-28,H988607,3,5,0,15,0,59,1,7,0,3,0,1,0,66,5
2021-01-28,H988610,6,24,2,5,0,59,0,13,2,25,0,1,0,71,5
2021-01-28,H988625,2,6,0,24,0,58,3,30,2,14,0,1,0,65,8
2021-01-28,H988626,4,5,0,21,2,80,0,10,1,12,0,1,0,109,6
2021-01-28,H988628,0,15,1,12,1,83,0,16,0,8,0,1,0,103,6
2021-01-28,H988630,1,8,0,34,0,85,3,11,0,3,0,2,0,80,5
2021-01-28,H988644,0,12,2,2,1,40,0,27,5,11,0,1,0,52,13
2021-01-28,H988645,0,8,0,2,0,14,0,11,0,4,1,2,0,17,1
2021-01-28,H988649,0,29,1,3,0,27,0,9,0,11,0,1,0,52,6
2021-01-28,H988650,0,10,0,5,0,46,0,7,0,4,0,1,0,51,1
2021-01-28,H988652,0,11,0,0,0,20,1,2,0,3,0,1,0,22,0
2021-01-28,H988668,0,2,2,3,3,84,0,16,1,21,1,1,0,18,2
2021-01-28,H988670,0,10,0,5,0,34,3,6,1,6,0,1,0,17,1
2021-01-28,H988684,1,2,0,5,2,102,0,6,0,1,0,1,0,51,5
2021-01-28,H988915,0,0,0,0,0,17,0,2,1,0,0,1,0,10,1
2021-01-28,H988916,0,18,1,0,0,50,0,0,0,0,0,3,0,93,10
2021-01-28,H988918,0,0,0,2,1,4,2,0,0,2,0,1,0,1,0
2021-01-28,H988925,0,3,0,0,0,42,0,11,0,8,0,1,0,32,5
2021-01-28,H988926,0,0,0,4,0,13,0,1,0,2,0,0,0,5,0
2021-01-28,H988927,0,2,0,0,0,0,0,3,0,0,0,0,0,3,2
2021-01-29,H988571,1,10,1,5,0,62,0,5,2,7,0,1,0,97,5
2021-01-29,H988573,4,11,0,32,0,76,0,0,0,9,0,2,0,163,9
2021-01-29,H988575,0,5,1,4,1,21,1,5,1,5,0,1,0,21,5
2021-01-29,H988578,0,5,0,6,0,36,0,5,1,6,0,1,0,42,6
2021-01-29,H988588,5,18,0,1,0,100,0,6,0,5,0,1,0,127,11
2021-01-29,H988600,0,3,0,8,1,36,0,3,0,2,0,1,0,58,2
2021-01-29,H988607,0,9,0,14,0,59,0,5,0,5,0,1,0,82,3
2021-01-29,H988610,0,21,0,16,1,73,0,10,0,13,0,1,0,88,5
2021-01-29,H988625,4,2,0,31,3,50,4,29,2,11,0,1,0,54,8
2021-01-29,H988626,3,11,0,19,1,89,0,25,1,24,0,1,0,127,5
2021-01-29,H988628,0,21,0,4,1,83,0,9,0,5,1,1,0,109,14
2021-01-29,H988630,2,12,0,17,0,67,0,8,0,5,0,1,0,69,8
2021-01-29,H988644,0,18,0,2,0,42,1,33,4,15,0,1,0,56,7
2021-01-29,H988645,1,11,3,37,4,28,0,3,0,12,0,1,0,42,5
2021-01-29,H988649,0,22,1,18,0,10,0,8,0,5,0,1,0,50,2
2021-01-29,H988650,0,16,0,5,0,50,0,8,0,6,0,1,0,44,1
2021-01-29,H988652,0,65,4,0,0,32,0,7,0,10,0,1,0,110,8
2021-01-29,H988668,0,1,0,3,0,39,0,16,3,18,0,2,0,15,2
2021-01-29,H988670,0,17,0,4,0,104,1,10,2,7,0,1,0,48,2
2021-01-29,H988684,1,2,0,8,0,100,0,6,0,0,0,1,0,57,4
2021-01-29,H988915,0,0,0,1,0,12,0,2,0,0,0,1,0,16,2
2021-01-29,H988916,3,12,0,1,0,49,0,0,0,0,0,1,0,76,5
2021-01-29,H988918,0,0,0,6,1,15,2,0,0,5,0,0,0,20,7
2021-01-29,H988925,2,2,0,0,0,54,1,6,0,8,0,1,0,44,1
2021-01-29,H988926,1,2,0,4,0,26,0,5,0,6,0,2,0,27,3
2021-01-29,H988927,0,1,0,0,0,3,0,2,0,0,0,1,0,1,0
2021-01-30,H988571,0,10,2,14,0,66,0,6,0,2,0,2,0,103,6
2021-01-30,H988573,3,8,0,38,1,113,2,5,3,6,0,1,0,229,12
2021-01-30,H988575,2,10,0,13,0,42,0,3,0,4,0,1,0,36,1
2021-01-30,H988578,1,2,0,4,1,50,0,7,0,6,0,1,0,57,3
2021-01-30,H988588,10,22,0,0,0,103,0,8,1,7,0,1,0,140,9
2021-01-30,H988600,0,2,0,7,0,21,0,2,1,3,0,1,0,46,4
2021-01-30,H988607,3,9,2,15,0,105,0,8,0,11,0,1,0,124,6
2021-01-30,H988610,11,19,0,31,0,89,0,9,5,24,0,1,0,125,4
2021-01-30,H988625,10,10,0,26,4,73,1,38,1,16,0,1,0,103,7
2021-01-30,H988626,7,22,0,17,0,86,0,27,8,18,0,1,0,153,3
2021-01-30,H988628,0,21,0,4,1,75,0,9,0,4,0,1,0,116,5
2021-01-30,H988630,0,14,0,0,0,116,0,6,0,7,0,1,0,122,7
2021-01-30,H988644,0,4,0,33,3,45,0,30,0,17,0,1,0,69,11
2021-01-30,H988645,1,62,0,99,1,45,0,8,0,11,0,0,0,174,9
2021-01-30,H988649,0,38,2,55,1,27,0,5,0,5,0,1,0,123,5
2021-01-30,H988650,0,12,0,1,0,40,1,6,0,4,0,1,0,40,2
2021-01-30,H988652,0,81,7,0,0,31,0,6,0,8,0,1,0,118,9
2021-01-30,H988668,0,1,0,8,0,55,0,18,3,17,0,1,0,21,3
2021-01-30,H988670,0,26,0,5,0,80,3,21,2,11,0,1,0,52,6
2021-01-30,H988684,1,2,0,8,0,98,1,4,1,0,0,1,0,38,3
2021-01-30,H988915,0,1,0,7,0,40,0,2,0,2,0,1,0,58,2
2021-01-30,H988916,0,12,2,0,0,46,0,0,0,0,0,2,0,69,6
2021-01-30,H988918,0,0,0,3,0,2,1,0,0,0,0,1,0,4,0
2021-01-30,H988925,0,1,0,0,0,22,0,3,0,5,0,1,0,19,0
2021-01-30,H988927,0,4,0,6,0,7,0,9,2,0,0,2,0,31,9
2021-01-31,H988571,1,6,0,2,0,44,0,3,2,1,0,0,0,69,8
2021-01-31,H988573,0,6,1,28,1,78,0,5,1,9,0,2,0,200,11
2021-01-31,H988575,0,0,0,2,0,24,0,0,0,0,0,1,0,14,1
2021-01-31,H988600,0,2,0,4,0,17,0,0,0,1,0,1,0,57,4
2021-01-31,H988607,2,3,0,5,0,35,0,1,0,3,0,2,0,45,1
2021-01-31,H988628,0,18,0,0,0,50,0,1,0,3,0,1,0,73,5
2021-01-31,H988630,0,9,0,0,0,56,0,7,1,3,0,1,0,43,0
2021-01-31,H988644,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0
2021-01-31,H988650,0,12,0,1,0,26,0,5,0,0,0,1,0,28,3
2021-01-31,H988918,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0
2021-02-01,H988571,0,14,1,4,0,77,1,3,0,2,0,1,0,85,6
2021-02-01,H988573,2,5,0,31,5,118,1,6,0,9,0,1,0,175,8
2021-02-01,H988575,1,3,1,9,0,28,0,3,0,5,0,1,0,28,0
2021-02-01,H988578,0,12,0,6,0,76,1,7,1,10,0,1,0,68,8
2021-02-01,H988588,3,13,4,0,0,118,0,4,0,7,0,1,0,118,8
2021-02-01,H988600,0,3,0,5,0,28,0,1,0,1,0,1,0,41,4
2021-02-01,H988607,1,7,0,11,0,101,2,6,1,9,0,0,0,77,8
2021-02-01,H988610,7,22,0,26,4,85,0,16,3,19,0,1,0,105,11
2021-02-01,H988625,4,15,1,18,1,73,0,37,3,22,0,2,0,96,4
2021-02-01,H988626,10,12,1,14,0,122,0,20,4,18,0,2,0,111,6
2021-02-01,H988628,0,25,3,5,0,77,0,5,0,15,0,1,0,81,5
2021-02-01,H988630,0,17,2,0,0,112,1,9,0,4,0,1,0,69,6
2021-02-01,H988644,0,28,1,6,1,42,0,32,1,13,0,1,0,55,11
2021-02-01,H988645,0,34,1,29,1,34,0,7,2,13,1,1,0,67,6
